,LST_DATE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_AVG,P_DAILY_CALC
1356,20170917,25.5,18.6,21.5,0
1357,20170918,25.6,18.1,20.6,0
1358,20170919,27.3,17.1,21.6,0
1359,20170920,29.1,19.4,23.4,0
1360,20170921,28.8,19.8,23.8,0
1361,20170922,27.2,20,23.2,0
1362,20170923,27.8,17.9,22.6,0
1363,20170924,29.5,18.6,23.8,0
1364,20170925,28.7,20.4,23.8,0
1365,20170926,27.8,18.9,22.9,0
1366,20170927,30.2,18.9,24.1,0
1367,20170928,28.7,17.3,23.3,0
1368,20170929,22.4,12.3,17.4,0
1369,20170930,19.6,10.1,15.3,0
1370,20171001,18.7,7.3,12.9,0
1371,20171002,21.8,11.8,16.3,0
1372,20171003,22.1,11.3,16.5,0
1373,20171004,24.7,13.3,18.7,0
1374,20171005,27.8,17.8,22.5,0
1375,20171006,28.1,17.3,22.4,0
1376,20171007,27.9,17.1,22,3.6
1377,20171008,24.4,20.4,22.2,4.4
1378,20171009,28,21.1,24,11.9
1379,20171010,28.2,21.1,24.2,0
1380,20171011,25.3,20.9,22.3,5.9
1381,20171012,21.4,13.4,16.7,4
1382,20171013,16,12.3,13.9,0.8
1383,20171014,21,13.1,16.2,0
1384,20171015,24,15.5,19.1,0.6
1385,20171016,21.5,8.5,13.9,3.1
1386,20171017,15.3,5.9,10.4,0
1387,20171018,19.1,8.3,13.7,0
1388,20171019,22,12.9,16.9,0
1389,20171020,24,13.9,18.5,0
1390,20171021,23.3,14.2,18.4,0
1391,20171022,23.4,12.3,17.6,0
1392,20171023,20.2,13.2,16.7,18.7
1393,20171024,19.8,11.2,14.7,0
1394,20171025,15.8,7.4,10.9,0
1395,20171026,13.6,5.2,9.6,0
1396,20171027,19.5,6.2,12,0
1397,20171028,18.5,8.3,13.5,0
1398,20171029,15.5,4.1,11,71.2
1399,20171030,13.1,3.5,8.1,0.2
1400,20171031,15.3,7.7,11.4,0
1401,20171101,13.6,6,10,0
1402,20171102,22.4,10.9,16.8,0
1403,20171103,25.6,14.7,19.5,0
1404,20171104,15,6.4,8.4,18.6
1405,20171105,13.4,7.2,10.2,0
1406,20171106,21.9,12.4,16.2,0
1407,20171107,12.4,3.2,5.9,4.9
1408,20171108,5.7,2.7,4.2,1.1
1409,20171109,8.9,4,6.3,7.1
1410,20171110,8.2,-2.9,4.1,0
1411,20171111,1.5,-6.1,-2.1,0
1412,20171112,5.1,-1.5,1.9,1.8
1413,20171113,10.2,1.2,4.8,2
1414,20171114,6.7,1.7,5.2,0
1415,20171115,8.3,0.5,4.6,1
1416,20171116,16.1,2.4,9.3,0
1417,20171117,11.8,0.9,6,0
1418,20171118,15.5,2.6,10,0
1419,20171119,14.4,3.1,8.4,0
1420,20171120,10.2,0.6,5.5,0
1421,20171121,15.4,2.5,8.7,0
1422,20171122,13.5,-0.7,8.5,0
1423,20171123,5.9,-1.6,1.6,0
1424,20171124,11.1,0.3,5.9,0
1425,20171125,15.9,3.3,11.1,0
1426,20171126,12.7,4.9,8.7,0
1427,20171127,14.3,3.9,9.6,0
1428,20171128,16.5,9,12,0
1429,20171129,18.7,9.8,13.9,0
1430,20171130,13.6,6.1,10.4,0
1431,20171201,13.5,5.5,9.3,0
1432,20171202,9.6,5.2,6.5,0
1433,20171203,13.7,2.4,8.3,0
1434,20171204,11.5,5.3,8.3,0
1435,20171205,15.1,4.8,10.3,5.6
1436,20171206,12.2,3.9,6.6,0
1437,20171207,8.1,2.3,4.6,0
1438,20171208,4,-1.2,1.1,0
1439,20171209,-0.8,-1.9,-1.3,5.3
1440,20171210,3.4,-3,0.3,0
1441,20171211,8.5,0.2,4.1,0
1442,20171212,7.9,-6,2.2,0
1443,20171213,0.8,-7.9,-3.3,0
1444,20171214,6.3,-2.9,2.2,0
1445,20171215,-0.1,-3.9,-2.5,0
1446,20171216,8.6,-1.7,3.5,0
1447,20171217,9,4.5,6.6,0
1448,20171218,14.7,4.6,9.9,0
1449,20171219,16,9.3,12.7,0
1450,20171220,14.5,4.9,9.8,0
1451,20171221,7,-0.1,3.2,0
1452,20171222,12.8,0.8,7.1,0
1453,20171223,16,5.7,11.4,2.7
1454,20171224,6.2,1,2.7,0
1455,20171225,2.9,-3.3,-1,0
1456,20171226,2.6,-4,-1.7,0
1457,20171227,1.5,-8.7,-2.9,0
1458,20171228,-6.2,-12.4,-9.5,0
1459,20171229,1.6,-9.8,-4.9,0
1460,20171230,1.8,-7.9,-4.4,0
1461,20171231,-6,-11.8,-8.5,0
1462,20180101,-4.6,-13.1,-9.7,0
1463,20180102,-2.9,-13.3,-8.3,0
1464,20180103,-0.5,-8.5,-4.1,0
1465,20180104,-2.6,-11.9,-6.4,0
1466,20180105,-6,-13.1,-10.6,0
1467,20180106,-7.2,-14.4,-11.4,0
1468,20180107,-4.4,-14.3,-9.7,0.4
1469,20180108,6.2,-8.2,-2.3,0.6
1470,20180109,9.5,0.8,6.7,0
1471,20180110,6.3,1.6,4.1,0
1472,20180111,13.6,4.3,9.4,3.4
1473,20180112,18.5,11.2,15.8,20.5
1474,20180113,14.7,-7.6,1.8,0
1475,20180114,-3.9,-11.1,-7.9,0
1476,20180115,-1,-12.2,-6.5,0
1477,20180116,4.2,-5.6,-0.7,0
1478,20180117,1.3,-7.2,-3.9,2.8
1479,20180118,5.8,-9.5,-1.5,0
1480,20180119,12.2,2.5,6.9,0
1481,20180120,16.3,6,10.6,0
1482,20180121,18.3,9.3,13.6,0
1483,20180122,17,10.1,12.9,0
1484,20180123,18,4,11.5,8.4
1485,20180124,7.9,0.4,4.4,0
1486,20180125,6.4,-1,2.2,0
1487,20180126,10.5,-3.2,3.4,0
1488,20180127,14.3,4.3,9.2,0
1489,20180128,11,6.2,9.1,9.4
1490,20180129,6.2,2.2,3.5,3.6
1491,20180130,3.3,-7.9,-1.9,0
1492,20180131,3.7,-8.5,-2.1,0
1493,20180201,9.9,0.6,6.1,0
1494,20180202,5.5,-9.6,-2,0
1495,20180203,2,-10.1,-4.5,0
1496,20180204,4.6,-3.5,-0.8,28.5
1497,20180205,4.9,-1.4,2,0
1498,20180206,7.9,-3.4,1.5,0
1499,20180207,6.8,-2.2,0.9,18.6
1500,20180208,3.9,-4.4,0,0
1501,20180209,8.9,-4.3,2.5,0
1502,20180210,12.5,4.2,6.9,30.9
1503,20180211,17.8,8.1,14.6,33.4
1504,20180212,17.4,1.6,8.7,1.3
1505,20180213,1.6,-1.4,0.1,0.3
1506,20180214,13.3,-1.6,5.3,0
1507,20180215,21.7,9.1,17.3,0
1508,20180216,19.1,4.3,14.1,0
1509,20180217,4.7,-1.6,0.2,8.4
1510,20180218,10.6,-0.8,5.1,0
1511,20180219,8.8,1.9,5.2,2.4
1512,20180220,22.7,7.5,15,0
1513,20180221,24.8,14,19.1,0
1514,20180222,19.3,5.1,11.5,0.2
1515,20180223,8.7,3.7,6,1.8
1516,20180224,13,8,10.4,10.7
1517,20180225,16.3,7.4,11.1,1.2
1518,20180226,13.3,5.3,10,0.2
1519,20180227,14,4.9,8.6,0
1520,20180228,13,4.7,8.8,0
1521,20180301,12.4,8.1,9.5,1.7
1522,20180302,9.5,1.1,5.2,0
1523,20180303,11.5,-0.2,4.5,0
1524,20180304,11.8,-2.2,4.2,0
1525,20180305,9.3,-3.4,2.7,0
1526,20180306,4.7,-0.2,1.7,2.5
1527,20180307,10.9,0.2,3.4,0
1528,20180308,5.9,-3.2,0.9,0
1529,20180309,6.9,-3.3,0.9,0
1530,20180310,6.7,-0.6,2.4,0
1531,20180311,7,-1.6,2.6,0
1532,20180312,3.4,-1.5,0.8,3.1
1533,20180313,7.3,-1.5,1.7,0
1534,20180314,5.5,-3.8,-0.2,0
1535,20180315,13.9,-1.8,5.5,0
1536,20180316,10.6,2.4,5.5,0
1537,20180317,6.7,0.7,3.4,0.7
1538,20180318,15,2.2,8.1,0
1539,20180319,11.9,5.7,8.3,0
1540,20180320,6.9,-2.9,0.1,33.9
1541,20180321,0.7,-3,-1.5,17.2
1542,20180322,7.7,-1.7,2.3,0
1543,20180323,9.3,-1.1,3.7,0
1544,20180324,7.9,-1.6,2.9,0
1545,20180325,7.4,-1.5,2.6,0
1546,20180326,9.4,-1.8,3,0
1547,20180327,2.5,-1.5,0.7,5.6
1548,20180328,17,1.7,9.3,0
1549,20180329,24.9,8.8,17.2,0
1550,20180330,21.2,4.8,14.8,0
1551,20180331,16.3,3,9.3,0
1552,20180401,17.2,9,13.2,0
1553,20180402,10.4,3.4,7.4,0.8
1554,20180403,15.4,4.4,8.9,0
1555,20180404,18.9,2.5,12.5,0
1556,20180405,13.6,-0.8,6.2,0
1557,20180406,20.7,3.8,12.6,0
1558,20180407,14.1,-1.4,3.7,3.8
1559,20180408,10.3,-3,3.3,0
1560,20180409,3.9,-1.4,1.3,2.1
1561,20180410,12.6,0.3,6,0
1562,20180411,14.5,3.3,8.6,0
1563,20180412,23.2,9.4,16.8,0
1564,20180413,26.9,12.9,20,0
1565,20180414,26,14.6,20.6,0
1566,20180415,24.7,7.6,16.8,53.8
1567,20180416,13.2,2.3,8.4,10.8
1568,20180417,10.6,0.2,4.1,0
1569,20180418,20.9,1,10.2,0
1570,20180419,15.2,3.7,9.7,0.5
1571,20180420,16.5,1.7,9.1,0
1572,20180421,17.1,4.2,10.6,0
1573,20180422,19.3,7.4,13,0
1574,20180423,18.7,7,12.7,0
1575,20180424,11.7,8.4,10.3,42.3
1576,20180425,20.1,9.9,13.9,3.8
1577,20180426,21.1,7.8,15.3,0.5
1578,20180427,16.1,9.5,12.8,14.5
1579,20180428,23.8,10.8,18,0
1580,20180429,15.6,4.6,10.2,0
1581,20180430,22,5.5,14,0
1582,20180501,27,12.6,20.4,0
1583,20180502,29.7,18.3,24.3,0
1584,20180503,30,20.3,25.1,0
1585,20180504,29.9,19.6,25,0
1586,20180505,22.1,12.7,18.2,0.4
1587,20180506,19.8,10.7,14.3,1.9
1588,20180507,22.3,10.5,16.3,0
1589,20180508,-9999,-9999,-9999,0
1590,20180509,24.1,11.9,18.5,0
1591,20180510,26.9,13.8,18.8,14.5
1592,20180511,28.3,17.4,23.1,0
1593,20180512,31,18.1,25.8,0
1594,20180513,28.8,17.6,22.6,0
1595,20180514,29.9,16.4,20.5,16.7
1596,20180515,28.5,16.7,22.2,0
1597,20180516,22,17.6,19.4,5.3
1598,20180517,20.6,17.2,18.7,63.2
1599,20180518,19,13.9,17,57.8
1600,20180519,19.7,11.8,15.3,32
1601,20180520,28.3,19,23.1,2.1
1602,20180521,25.9,18.3,21.6,0
1603,20180522,25.8,17.6,20.6,9.1
1604,20180523,27.7,19,23.1,0
1605,20180524,26.1,17.3,21.8,0
1606,20180525,26.9,19,23.3,0
1607,20180526,26.9,19.8,22.7,0.7
1608,20180527,27.3,19.7,22.3,0.4
1609,20180528,25.6,19.5,21,3.1
1610,20180529,25.6,18.1,21.5,0
1611,20180530,25.1,20.8,21.8,42.9
1612,20180531,27.2,19.6,22.7,4.1
1613,20180601,29.1,19.4,24.2,0
1614,20180602,24.9,19.8,21.5,4.5
1615,20180603,20.7,13.1,17.4,20.2
1616,20180604,26.4,12.9,19.2,0
1617,20180605,25,15.4,20.4,0
1618,20180606,22.8,14.7,18.8,0
1619,20180607,24.4,13.9,19.2,0
1620,20180608,28.2,17.1,22,3.1
1621,20180609,28.2,18.9,24.1,0
1622,20180610,27.9,18,20.8,16.7
1623,20180611,19.2,14,15.6,8.9
1624,20180612,19.6,13.7,16.5,0
1625,20180613,27.1,17.1,22.3,0
1626,20180614,27.1,20.3,23.9,0
1627,20180615,27,17.9,22.4,0
1628,20180616,27.2,17.2,23.3,0
1629,20180617,28.4,21.1,24.8,0
1630,20180618,31.4,20.3,26.2,4.7
1631,20180619,32.4,21.6,26.5,10.7
1632,20180620,27.9,19.2,23.4,17.1
1633,20180621,29.1,20.6,23.4,5.9
1634,20180622,21,16,18.5,51.6
1635,20180623,26.3,17.5,21.8,0
1636,20180624,28.9,21.2,24.7,0
1637,20180625,25.9,19.8,22.6,0
1638,20180626,22.3,18,19.5,1.9
1639,20180627,25.1,17,21.5,0
1640,20180628,28.7,21.1,25.2,0
1641,20180629,28.7,20.5,24.8,0
1642,20180630,29.8,22.8,26.2,0
1643,20180701,30.5,23.6,27.1,0
1644,20180702,32,23.5,28.2,0
1645,20180703,31.8,23.4,27.9,0
1646,20180704,29.8,23.7,26.4,0
1647,20180705,30.1,22.5,26.1,0
1648,20180706,28.7,22.3,25.3,1
1649,20180707,23.8,16.3,19.9,0
1650,20180708,25,13.7,19.8,0
1651,20180709,27.8,15.7,22.5,0
1652,20180710,30.8,20.9,25.9,0
1653,20180711,30.7,21.6,25,20
1654,20180712,27.5,18.2,23.1,0
1655,20180713,26.9,18.9,22.5,0
1656,20180714,28.1,19.5,23.6,0
1657,20180715,29.9,22,25.5,4.4
1658,20180716,31.1,21.8,24.9,0
1659,20180717,30.1,21.2,24.3,13.7
1660,20180718,26.7,18,22.3,0
1661,20180719,27.2,18.2,22.4,0
1662,20180720,26.4,18.4,22.1,0
1663,20180721,23.4,17.2,20.1,0
1664,20180722,24.9,16.9,20.1,5.8
1665,20180723,26,19.7,22.1,21.6
1666,20180724,25.1,21.4,22.3,14.8
1667,20180725,26.7,20.1,21.9,9
1668,20180726,28.3,19.2,23.9,0
1669,20180727,29.4,20.4,24.2,0
1670,20180728,27.7,19,23.4,0
1671,20180729,26.4,19.3,22.5,0
1672,20180730,24.6,18.6,20.9,0
1673,20180731,25.4,18.9,20.8,116.6
1674,20180801,27.5,20.2,23.2,16.8
1675,20180802,26.3,20.2,22.3,8.9
1676,20180803,23.6,19.6,21.3,4.8
1677,20180804,28.6,19.3,24.2,0
1678,20180805,30,21.8,26.2,0
1679,20180806,29.9,21.4,26,0
1680,20180807,30.3,22.1,25.1,8.1
1681,20180808,30.3,20.5,24.6,14.7
1682,20180809,29,21.5,25.1,0
1683,20180810,28,19.9,24.4,0
1684,20180811,28.2,21,24.5,0
1685,20180812,27.6,18.1,21.4,2.7
1686,20180813,26.9,17.3,20.3,3.3
1687,20180814,26.9,16.8,22.3,0
1688,20180815,28.1,19.4,24.1,0
1689,20180816,29.4,22,25.9,0
1690,20180817,29.9,23.2,26.5,0
1691,20180818,25.7,21.3,23.9,0
1692,20180819,25.8,19.6,22.3,0.3
1693,20180820,23.6,19.2,21,16.3
1694,20180821,26.9,21.4,23.1,2.3
1695,20180822,26.7,17.3,22.8,0
1696,20180823,23,14.6,19,0
1697,20180824,24.8,16.1,20.6,0
1698,20180825,25.1,16.5,20.8,0
1699,20180826,28,19.8,23.7,0
1700,20180827,30.4,22.6,26.5,0
1701,20180828,31.9,23.5,27.8,0
1702,20180829,31.7,23.6,28.1,0
1703,20180830,-9999,-9999,-9999,-9999
1704,20180831,-9999,-9999,-9999,-9999
1705,20180901,-9999,-9999,-9999,-9999
1706,20180902,-9999,-9999,-9999,-9999
1707,20180903,-9999,-9999,-9999,-9999
1708,20180904,-9999,-9999,-9999,-9999
1709,20180905,-9999,-9999,-9999,-9999
1710,20180906,-9999,-9999,-9999,-9999
1711,20180907,-9999,-9999,-9999,-9999
1712,20180908,23.5,14.7,18.8,22.6
1713,20180909,15.8,12.5,14.4,30.5
1714,20180910,18.5,14.7,16.7,15
1715,20180911,23.9,18.1,20.2,0.6
1716,20180912,24.1,18,20.4,2
1717,20180913,24.7,20.6,22.1,1.9
1718,20180914,23.2,20.7,21.3,3
1719,20180915,22.7,19.9,20.7,13.4
1720,20180916,22.3,18,20.2,12
1721,20180917,24.4,21.1,22.3,35.3
1722,20180918,25.7,20.1,22.6,1.6
1723,20180919,29.2,19.8,23.3,1
1724,20180920,26.4,18.9,22.1,0
1725,20180921,25.9,18.4,21.4,6.1
1726,20180922,23.9,13.9,19.8,18.6
1727,20180923,15.2,12.4,13.8,10.9
1728,20180924,17.8,14.5,16.1,9.3
1729,20180925,24.1,16.4,20,0.4
1730,20180926,27.5,19.8,22.6,1.5
1731,20180927,20.7,12,14.7,28.3
1732,20180928,23.4,12.7,17.9,0.9
1733,20180929,23.6,15.4,19,0
1734,20180930,19.9,14.4,17.5,0
1735,20181001,26.3,18,21.7,0
1736,20181002,27.1,18.4,22.5,0
1737,20181003,27.9,20.1,24.2,0
1738,20181004,29,21.5,25.5,0
1739,20181005,24.5,16.8,20.5,0
1740,20181006,22.5,16.7,19.2,0
1741,20181007,28.6,19.8,23.7,0
1742,20181008,27,20.4,22.8,0
1743,20181009,24.4,19.3,21.4,3.6
1744,20181010,23.4,19.9,21.3,1
1745,20181011,23.4,16.3,20.3,75.8
1746,20181012,18,9.8,13.8,0
1747,20181013,15.9,7.4,11,0
1748,20181014,11.9,6.1,8.8,0.6
1749,20181015,22,10.2,16.6,4
1750,20181016,19.4,10.9,12.9,1
1751,20181017,19,10.1,13.6,0
1752,20181018,13.4,5.1,9.4,0
1753,20181019,16.7,6.9,11.5,0.2
1754,20181020,17.8,7.1,13.7,0.4
1755,20181021,10.4,2.7,6.4,0
1756,20181022,12.4,2,7.5,0
1757,20181023,20.1,7.3,14.4,0
1758,20181024,13.6,5.1,8.7,0
1759,20181025,10.8,3.4,7.1,0
1760,20181026,8,5,5.8,31.1
1761,20181027,14.1,6,10,10.2
1762,20181028,14.1,8.4,10.6,1.5
1763,20181029,14.7,7.7,10.8,0
1764,20181030,16.5,6.9,11.7,0
1765,20181031,19.3,7.3,14.7,0
1766,20181101,18.9,12.8,16.8,0
1767,20181102,19.2,11.3,16.7,23.7
1768,20181103,13.4,6.7,9.8,0.3
1769,20181104,13.7,4.5,9.4,0.9
1770,20181105,12.3,7.2,9.8,32.6
1771,20181106,17.6,10.3,13.7,15.7
1772,20181107,18.4,10.6,14.2,0
1773,20181108,12.9,7.4,10.6,0
1774,20181109,8.4,4.8,6.4,9.2
1775,20181110,8.3,-1.6,3.7,0
1776,20181111,6.6,-2.2,2.1,0
1777,20181112,6.5,1.4,3.3,26.6
1778,20181113,9,2.3,5.8,7.9
1779,20181114,4.5,1.5,2.9,0
1780,20181115,1.9,-1.4,-0.1,45.8
1781,20181116,8.9,0.2,4.6,0
1782,20181117,11,2.1,6.1,0
1783,20181118,8.4,1.4,5.1,0
1784,20181119,15.8,5.7,11.5,0
1785,20181120,13.6,2.2,8.8,0
1786,20181121,11.6,2,5.5,0
1787,20181122,3.8,-3.1,0.4,0
1788,20181123,-0.2,-3.8,-2.3,0
1789,20181124,9.5,-2.5,1.5,30.2
1790,20181125,15,6.5,11.1,0
1791,20181126,11.4,2.6,6.7,1.2
1792,20181127,4.8,-2.2,1.2,0
1793,20181128,3.8,-4.8,-1.3,0
1794,20181129,6,-4.9,1.1,0
1795,20181130,8.3,0.3,4.6,0
1796,20181201,4.7,1.7,2.9,3.7
1797,20181202,16.4,2.7,9.2,1.9
1798,20181203,16.5,5.3,12,0
1799,20181204,6.2,0.1,3.7,0
1800,20181205,1.4,-1.7,-0.2,0.7
1801,20181206,4.9,-2,1.6,0
1802,20181207,7,-0.9,3,0
1803,20181208,2.8,-2.7,-0.4,0
1804,20181209,-1.9,-4.5,-3.6,19.9
1805,20181210,0.9,-4.3,-1.8,0
1806,20181211,5,-4.2,0.7,0
1807,20181212,6.1,2.3,3.8,0
1808,20181213,9,1.6,4.5,0
1809,20181214,4.8,1.6,3,22.3
1810,20181215,10.4,3.2,8,32.7
1811,20181216,9.2,4.8,6.8,4.8
1812,20181217,13.1,4.1,7.8,0
1813,20181218,8.2,0.2,3.9,0
1814,20181219,8.8,-0.4,4,0
1815,20181220,8.2,2.6,4.5,31.3
1816,20181221,16.2,5.7,11.7,19.5
1817,20181222,9.9,2,5.7,0
1818,20181223,8.1,1.4,4.6,0
1819,20181224,6.9,1.9,4,0
1820,20181225,4.7,-0.3,1.9,0
1821,20181226,7.2,-1.1,2.7,0
1822,20181227,6.8,1.6,4.2,1.5
1823,20181228,15.8,2.7,9,40.2
1824,20181229,15.6,2.5,11.3,0
1825,20181230,7.9,1.7,4.3,0
1826,20181231,12.6,2.8,5.6,5.1
1827,20190101,16.4,6,13,0
1828,20190102,6.2,4.2,5.2,0
1829,20190103,10.4,4.3,7.5,0
1830,20190104,5.8,3.2,4.6,7.9
1831,20190105,13.4,4.8,8.3,2.2
1832,20190106,14.9,5.6,10.2,0
1833,20190107,5.7,0.3,2.2,0
1834,20190108,15.7,1.8,8.8,0.7
1835,20190109,9.9,-2.5,3.4,0
1836,20190110,0.7,-5.2,-3,0
1837,20190111,2.9,-6,-2,0
1838,20190112,-0.8,-3.4,-2.4,2.7
1839,20190113,-2.7,-3.6,-3.2,13.5
1840,20190114,-0.1,-4.7,-2.4,0
1841,20190115,4.4,-1.9,0.9,0
1842,20190116,6.8,-0.9,2.2,0
1843,20190117,1.9,-1.4,0,3.7
1844,20190118,7.3,-1.5,1.5,0
1845,20190119,3,0,1.1,21.9
1846,20190120,8.1,-8.8,0.8,5.4
1847,20190121,-3.9,-13.1,-8.8,0
1848,20190122,-0.1,-11,-5.4,0
1849,20190123,8.7,-2.8,2.4,0.9
1850,20190124,14,-0.9,7.6,31.6
1851,20190125,4.3,-1.9,0.4,0
1852,20190126,5.2,-2.5,0.6,0
1853,20190127,7.5,-1.9,3.4,0
1854,20190128,4.7,-2.8,0.7,0
1855,20190129,3.4,-5,-0.7,0.6
1856,20190130,1.7,-12,-5.5,0
1857,20190131,-2.9,-12.8,-7.7,0
1858,20190201,-3.7,-9.9,-6.4,0
1859,20190202,8,-6.6,0.7,0
1860,20190203,16.1,7.9,11.9,0
1861,20190204,17.4,4.8,11.4,0
1862,20190205,22.2,12.2,16.5,0
1863,20190206,17.4,10.6,13.6,4.2
1864,20190207,17.9,9,11.2,0.9
1865,20190208,17,1.5,10.7,0
1866,20190209,3.3,-3.5,-0.5,0
1867,20190210,1.8,-4.8,-1.5,7.3
1868,20190211,0.2,-1.8,-0.5,7
1869,20190212,1.8,-0.8,0.3,15.4
1870,20190213,9,1.4,4.6,0
1871,20190214,10.4,2.9,6.7,0
1872,20190215,15.8,7.8,11.6,0
1873,20190216,10.4,0.3,4.3,2.1
1874,20190217,1.9,-2,-0.2,18
1875,20190218,11.4,0.1,4.7,2.9
1876,20190219,5.5,-1.2,1.7,0
1877,20190220,0.6,-2.8,-1.4,41.7
1878,20190221,17.7,-0.7,9,0
1879,20190222,10.4,3.3,6.3,2.7
1880,20190223,4.3,1.1,2.1,12.2
1881,20190224,16.6,0.9,5.6,13.2
1882,20190225,12.1,1.8,5.9,0
1883,20190226,14.5,2,7.9,0
1884,20190227,8.7,-2.3,2.6,0
1885,20190228,11.5,1.3,6.4,0
1886,20190301,2,-0.6,0,21.1
1887,20190302,8.6,-0.6,3.2,0
1888,20190303,4.7,0.4,2.3,18.5
1889,20190304,5.8,-3.8,1,0
1890,20190305,4.9,-5.3,-1.5,0
1891,20190306,1.3,-8.2,-3.7,0
1892,20190307,5.9,-3.6,0.3,0
1893,20190308,1.2,-2.3,-1,4.2
1894,20190309,1,-1.6,-0.3,3.1
1895,20190310,16.9,0.6,8.7,7.9
1896,20190311,14.5,6.9,11.4,0
1897,20190312,13.3,2.3,7.5,0
1898,20190313,16.1,2.1,9,0
1899,20190314,21.2,7.9,14.9,0
1900,20190315,20.4,10.3,17,0
1901,20190316,14.1,3.5,8,0
1902,20190317,11.5,0.3,5.7,0
1903,20190318,8.5,1.5,4.3,0
1904,20190319,9.8,0.4,4.4,0
1905,20190320,11.8,1.9,6.4,0
1906,20190321,6.2,3.6,4.4,61.1
1907,20190322,12,2,6.5,0
1908,20190323,13.6,1.6,7.4,0
1909,20190324,18.5,6.4,12.6,0
1910,20190325,16,5.8,11.9,0.2
1911,20190326,9.9,2.2,5.2,0
1912,20190327,11.2,0.2,5.1,0
1913,20190328,17.4,0.8,9.2,0
1914,20190329,21.8,9.4,16.6,0
1915,20190330,22.5,11.2,16.9,0
1916,20190331,16,0.5,11.4,0
1917,20190401,8.8,-3.5,2.6,0
1918,20190402,5.3,-0.1,2.5,0
1919,20190403,21.1,2.1,12.9,0
1920,20190404,20.5,11,14.7,0
1921,20190405,11.3,5.1,7.5,11.3
1922,20190406,17.5,5.7,10.9,0
1923,20190407,20.7,12,15.7,0.7
1924,20190408,25.6,14.7,18.2,2.9
1925,20190409,24.2,15.1,18.9,0
1926,20190410,21.9,11,16.4,0
1927,20190411,18.9,7.8,13.1,0
1928,20190412,17.1,9.4,13.3,10.3
1929,20190413,19.8,14.3,16.6,20.7
1930,20190414,21.9,14.1,18,17.3
1931,20190415,19.9,4.9,11.3,0.2
1932,20190416,19.3,3.6,12.3,0
1933,20190417,26.5,12.9,19.8,0
1934,20190418,26.4,9.8,17.3,0
1935,20190419,20.5,16.3,17.8,26
1936,20190420,17.2,7.7,13.8,0
1937,20190421,17.5,6.4,12,0
1938,20190422,21.6,7.6,15,0
1939,20190423,26.8,16.2,21.5,0
1940,20190424,24.3,17.3,20.9,0
1941,20190425,21.4,14,17.5,0.9
1942,20190426,21.3,10.8,15,7
1943,20190427,21.2,7.5,15.1,0
1944,20190428,24.7,8,15.4,0.2
1945,20190429,14.9,5.9,10.3,0
1946,20190430,26,10.4,18.2,0
1947,20190501,24.8,16.2,20,0
1948,20190502,28.2,19.6,22.9,0
1949,20190503,26.9,16.4,22.3,0.5
1950,20190504,25.6,17.7,21.5,1
1951,20190505,-9999,-9999,-9999,5.1
1952,20190506,23,11.8,17.3,0
1953,20190507,24.2,15.2,19.4,6
1954,20190508,22.9,16.5,19.4,0.3
1955,20190509,23.4,15.4,18.4,6.2
1956,20190510,24.6,16.4,20.2,0
1957,20190511,20,12.6,16.3,20
1958,20190512,14.4,9.7,12.6,9.2
1959,20190513,15.8,8.2,11,9.2
1960,20190514,15.5,8.2,11.5,0
1961,20190515,20.2,7,14.5,0
1962,20190516,23.8,13.1,18.9,0
1963,20190517,26.4,16.5,20.9,9.7
1964,20190518,28.3,18.7,23.1,0
1965,20190519,29.6,18.2,24.2,0
1966,20190520,28.5,19.3,23.7,0
1967,20190521,22.8,14.8,18.4,0
1968,20190522,22.5,12.8,17.8,0
1969,20190523,28.5,15.4,23.1,0
1970,20190524,29.7,22.4,25.7,0
1971,20190525,28.4,18.8,23.7,0
1972,20190526,30.2,18.8,24.7,1
1973,20190527,26.4,18.5,22,8.8
1974,20190528,30.6,18.7,25.2,0.2
1975,20190529,30,22,25.9,0
1976,20190530,29.6,19.9,24.5,0
1977,20190531,27.8,15.9,21.3,12.9
1978,20190601,25.2,15.9,21,0
1979,20190602,26.7,15.9,21.9,0
1980,20190603,22.3,14,18.2,0
1981,20190604,23.4,14,18.6,0
1982,20190605,24.1,16.4,20.7,0.8
1983,20190606,28.9,21.4,24.2,0
1984,20190607,22.3,18.7,20.3,5.7
1985,20190608,22.6,17.1,19.7,0.5
1986,20190609,20.3,14.5,17.6,21.3
1987,20190610,24.2,15.7,19.3,14.1
1988,20190611,23.3,15.1,19.1,0
1989,20190612,22.8,13.5,17.6,9
1990,20190613,23.2,13.4,17.3,8.5
1991,20190614,23.4,12.4,18.3,0
1992,20190615,25.3,13.7,20.9,0
1993,20190616,28,17.3,23.2,0
1994,20190617,30.1,19.3,24.6,9.9
1995,20190618,27.9,19.8,23.9,0.5
1996,20190619,27.9,19.5,22.8,0.7
1997,20190620,28.3,20.4,24.1,0
1998,20190621,25.9,18.7,22.3,0
1999,20190622,25.7,17.3,20.9,0
2000,20190623,26,16.8,21.5,0
2001,20190624,30.3,17.3,23.4,10.3
2002,20190625,28.8,19.9,23.7,0.6
2003,20190626,28.7,18.6,24.2,0
2004,20190627,30,21.9,25.6,0
2005,20190628,32.1,20.2,25.6,0.2
2006,20190629,31.4,21.6,26.3,0
2007,20190630,31.3,22.7,26.7,0
